Title,Date,Year,Month,Month_Name,Day,Weekday,Series,Episode
"Iron Man: Aventuras de hierro: Temporada 1: Iron, Forged in Fire: Parte 2",2018-07-20,2018,7,July,20,Friday,Iron Man,"Aventuras de hierro: Temporada 1: Iron, Forged in Fire: Parte 2"
"Iron Man: Aventuras de hierro: Temporada 1: Iron, Forged in Fire: Parte 1",2018-07-20,2018,7,July,20,Friday,Iron Man,"Aventuras de hierro: Temporada 1: Iron, Forged in Fire: Parte 1"
The Following: Temporada 1: Loco amor,2018-07-18,2018,7,July,18,Wednesday,The Following,Temporada 1: Loco amor
The Following: Temporada 1: El fuego del poeta,2018-07-17,2018,7,July,17,Tuesday,The Following,Temporada 1: El fuego del poeta
El cofre,2018-07-17,2018,7,July,17,Tuesday,El cofre,
The Code: Temporada 1: Episodio 6,2018-07-17,2018,7,July,17,Tuesday,The Code,Temporada 1: Episodio 6
The Code: Temporada 1: Episodio 5,2018-07-16,2018,7,July,16,Monday,The Code,Temporada 1: Episodio 5
The Code: Temporada 1: Episodio 4,2018-07-15,2018,7,July,15,Sunday,The Code,Temporada 1: Episodio 4
The Code: Temporada 1: Episodio 3,2018-07-13,2018,7,July,13,Friday,The Code,Temporada 1: Episodio 3
The Code: Temporada 1: Episodio 2,2018-07-10,2018,7,July,10,Tuesday,The Code,Temporada 1: Episodio 2
The Code: Temporada 1: Episodio 1,2018-07-10,2018,7,July,10,Tuesday,The Code,Temporada 1: Episodio 1
The Following: Temporada 1: Capítulo dos,2018-07-07,2018,7,July,7,Saturday,The Following,Temporada 1: Capítulo dos
The Following: Temporada 1: Piloto,2018-07-07,2018,7,July,7,Saturday,The Following,Temporada 1: Piloto
Manhunt: Unabomber: EE. UU. contra Theodore J. Kaczynski,2018-07-06,2018,7,July,6,Friday,Manhunt,Unabomber: EE. UU. contra Theodore J. Kaczynski
Manhunt: Unabomber: Lincoln,2018-07-06,2018,7,July,6,Friday,Manhunt,Unabomber: Lincoln
Manhunt: Unabomber: Ted,2018-07-05,2018,7,July,5,Thursday,Manhunt,Unabomber: Ted
Manhunt: Unabomber: Publicar o perecer,2018-07-05,2018,7,July,5,Thursday,Manhunt,Unabomber: Publicar o perecer
MINDHUNTER: Temporada 1: Episodio 6,2018-07-05,2018,7,July,5,Thursday,MINDHUNTER,Temporada 1: Episodio 6
Manhunt: Unabomber: Fruto del árbol venenoso,2018-07-01,2018,7,July,1,Sunday,Manhunt,Unabomber: Fruto del árbol venenoso
The Catch: Temporada 2: The New Deal,2018-06-28,2018,6,June,28,Thursday,The Catch,Temporada 2: The New Deal
Trollhunters: Relatos de Arcadia: Parte 3: El exorcismo de Clara Núñez,2018-06-26,2018,6,June,26,Tuesday,Trollhunters,Relatos de Arcadia: Parte 3: El exorcismo de Clara Núñez
Luis Miguel - La serie: Temporada 1: Decídete,2018-06-25,2018,6,June,25,Monday,Luis Miguel - La serie,Temporada 1: Decídete
Jurassic World: Mundo Jurásico,2018-06-25,2018,6,June,25,Monday,Jurassic World,Mundo Jurásico
Set It Up: El plan imperfecto,2018-06-24,2018,6,June,24,Sunday,Set It Up,El plan imperfecto
Luis Miguel - La serie: Temporada 1: Todo el amor del mundo,2018-06-20,2018,6,June,20,Wednesday,Luis Miguel - La serie,Temporada 1: Todo el amor del mundo
El sabotaje,2018-06-17,2018,6,June,17,Sunday,El sabotaje,
Billions: Temporada 3: La jugada Elmsley,2018-06-16,2018,6,June,16,Saturday,Billions,Temporada 3: La jugada Elmsley
Luis Miguel - La serie: Temporada 1: Alguien como tú,2018-06-13,2018,6,June,13,Wednesday,Luis Miguel - La serie,Temporada 1: Alguien como tú
The Rain: Temporada 1: No salgan,2018-06-10,2018,6,June,10,Sunday,The Rain,Temporada 1: No salgan
Cuerpo de Élite,2018-06-09,2018,6,June,9,Saturday,Cuerpo de Élite,
Billions: Temporada 3: Compensación,2018-06-09,2018,6,June,9,Saturday,Billions,Temporada 3: Compensación
El mecanismo: Temporada 1: Vienen vientos fríos del sur,2018-06-05,2018,6,June,5,Tuesday,El mecanismo,Temporada 1: Vienen vientos fríos del sur
Luis Miguel - La serie: Temporada 1: La incondicional,2018-06-05,2018,6,June,5,Tuesday,Luis Miguel - La serie,Temporada 1: La incondicional
El mecanismo: Temporada 1: Halva,2018-06-04,2018,6,June,4,Monday,El mecanismo,Temporada 1: Halva
El mecanismo: Temporada 1: Lavado de autos,2018-06-04,2018,6,June,4,Monday,El mecanismo,Temporada 1: Lavado de autos
 : Episodio 13,2018-06-03,2018,6,June,3,Sunday,,Episodio 13
 : Episodio 12,2018-06-03,2018,6,June,3,Sunday,,Episodio 12
 : Episodio 11,2018-06-03,2018,6,June,3,Sunday,,Episodio 11
 : Episodio 10,2018-06-03,2018,6,June,3,Sunday,,Episodio 10
 : Episodio 9,2018-06-03,2018,6,June,3,Sunday,,Episodio 9
"Jessie: Temporada 3: La cita a ciegas, el tacaño y el primate",2018-06-02,2018,6,June,2,Saturday,Jessie,"Temporada 3: La cita a ciegas, el tacaño y el primate"
Jessie: Temporada 3: Suplente y pasada,2018-06-02,2018,6,June,2,Saturday,Jessie,Temporada 3: Suplente y pasada
 : Episodio 8,2018-06-02,2018,6,June,2,Saturday,,Episodio 8
Jessie: Temporada 3: Con las manos moradas,2018-06-01,2018,6,June,1,Friday,Jessie,Temporada 3: Con las manos moradas
Jessie: Temporada 3: Fantasmas fastidiosos,2018-06-01,2018,6,June,1,Friday,Jessie,Temporada 3: Fantasmas fastidiosos
Billions: Temporada 3: Pago,2018-06-01,2018,6,June,1,Friday,Billions,Temporada 3: Pago
Jessie: Temporada 2: G.I. Jessie: parte 2,2018-06-01,2018,6,June,1,Friday,Jessie,Temporada 2: G.I. Jessie: parte 2
Jessie: Temporada 2: G.I. Jessie: parte 1,2018-06-01,2018,6,June,1,Friday,Jessie,Temporada 2: G.I. Jessie: parte 1
Jessie: Temporada 2: Rompe y cambia,2018-06-01,2018,6,June,1,Friday,Jessie,Temporada 2: Rompe y cambia
Jessie: Temporada 2: Diario de una periodista desquiciada,2018-06-01,2018,6,June,1,Friday,Jessie,Temporada 2: Diario de una periodista desquiciada
 : Episodio 7,2018-06-01,2018,6,June,1,Friday,,Episodio 7
 : Episodio 6,2018-05-31,2018,5,May,31,Thursday,,Episodio 6
Designated Survivor: Temporada 2: Corre,2018-05-26,2018,5,May,26,Saturday,Designated Survivor,Temporada 2: Corre
Jessie: Temporada 2: Jessie-nator: El día del rencor,2018-05-25,2018,5,May,25,Friday,Jessie,Temporada 2: Jessie-nator: El día del rencor
Billions: Temporada 3: Rompehielos,2018-05-25,2018,5,May,25,Friday,Billions,Temporada 3: Rompehielos
 : Episodio 5,2018-05-22,2018,5,May,22,Tuesday,,Episodio 5
 : Episodio 4,2018-05-22,2018,5,May,22,Tuesday,,Episodio 4
Luis Miguel - La serie: Temporada 1: La chica del bikini azul,2018-05-21,2018,5,May,21,Monday,Luis Miguel - La serie,Temporada 1: La chica del bikini azul
Safe: Temporada 1: Episodio 7,2018-05-20,2018,5,May,20,Sunday,Safe,Temporada 1: Episodio 7
Safe: Temporada 1: Episodio 6,2018-05-20,2018,5,May,20,Sunday,Safe,Temporada 1: Episodio 6
Designated Survivor: Temporada 1: Piloto,2018-05-20,2018,5,May,20,Sunday,Designated Survivor,Temporada 1: Piloto
 : Episodio 3,2018-05-19,2018,5,May,19,Saturday,,Episodio 3
MECH-X4: MECH-X4: Temporada 1: Episodio 12,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 12
MECH-X4: MECH-X4: Temporada 1: Episodio 11,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 11
MECH-X4: MECH-X4: Temporada 1: Episodio 10,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 10
MECH-X4: MECH-X4: Temporada 1: Episodio 9,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 9
MECH-X4: MECH-X4: Temporada 1: Episodio 8,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 8
MECH-X4: MECH-X4: Temporada 1: Episodio 7,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 7
Designated Survivor: Temporada 2: Objetivo,2018-05-19,2018,5,May,19,Saturday,Designated Survivor,Temporada 2: Objetivo
MECH-X4: MECH-X4: Temporada 1: Episodio 6,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 6
MECH-X4: MECH-X4: Temporada 1: Episodio 5,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 5
Designated Survivor: Temporada 2: Interferencia,2018-05-19,2018,5,May,19,Saturday,Designated Survivor,Temporada 2: Interferencia
MECH-X4: MECH-X4: Temporada 1: Episodio 4,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 4
MECH-X4: MECH-X4: Temporada 1: Episodio 3,2018-05-19,2018,5,May,19,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 3
Billions: Temporada 3: Todos los Wilbury,2018-05-18,2018,5,May,18,Friday,Billions,Temporada 3: Todos los Wilbury
Luis Miguel - La serie: Temporada 1: Culpable o no,2018-05-18,2018,5,May,18,Friday,Luis Miguel - La serie,Temporada 1: Culpable o no
Jessie: Temporada 4: Jessie va a Hollywood,2018-05-16,2018,5,May,16,Wednesday,Jessie,Temporada 4: Jessie va a Hollywood
"Billions: Temporada 3: Usted no, Sr. Dake",2018-05-13,2018,5,May,13,Sunday,Billions,"Temporada 3: Usted no, Sr. Dake"
MECH-X4: MECH-X4: Temporada 1: Episodio 2,2018-05-12,2018,5,May,12,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 2
MECH-X4: MECH-X4: Temporada 1: Episodio 1,2018-05-12,2018,5,May,12,Saturday,MECH-X4,MECH-X4: Temporada 1: Episodio 1
Jessie: Temporada 1: El pegamento culpable,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 1: El pegamento culpable
Jessie: Temporada 1: La mujer que susurraba a los niños,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 1: La mujer que susurraba a los niños
Jessie: Temporada 1: Blog de mentiras,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 1: Blog de mentiras
Jessie: Temporada 1: La princesa y el cerebro de mosquito,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 1: La princesa y el cerebro de mosquito
Jessie: Temporada 1: Romance con la bruja,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 1: Romance con la bruja
Jessie: Temporada 1: ¡Subamos al tren!... ¿Qué tren?,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 1: ¡Subamos al tren!... ¿Qué tren?
Jessie: Temporada 2: Hundir la moda,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 2: Hundir la moda
Jessie: Temporada 2: 101 lagartos,2018-05-12,2018,5,May,12,Saturday,Jessie,Temporada 2: 101 lagartos
One-Punch Man: Temporada 1: El discípulo supremo,2018-05-11,2018,5,May,11,Friday,One-Punch Man,Temporada 1: El discípulo supremo
"Jessie: Temporada 2: Haz nuevos amigos, pero esconde a los viejos",2018-05-10,2018,5,May,10,Thursday,Jessie,"Temporada 2: Haz nuevos amigos, pero esconde a los viejos"
Jessie: Temporada 2: Monstruo de ojos verdes,2018-05-10,2018,5,May,10,Thursday,Jessie,Temporada 2: Monstruo de ojos verdes
Jessie: Temporada 2: Lloriqueos,2018-05-10,2018,5,May,10,Thursday,Jessie,Temporada 2: Lloriqueos
Jessie: Temporada 1: La vida secreta del señor Kipling,2018-05-10,2018,5,May,10,Thursday,Jessie,Temporada 1: La vida secreta del señor Kipling
Jessie: Temporada 1: Día “te tengo”,2018-05-10,2018,5,May,10,Thursday,Jessie,Temporada 1: Día “te tengo”
NARUTO: Temporada 9: La partida,2018-05-10,2018,5,May,10,Thursday,NARUTO,Temporada 9: La partida
NARUTO: Temporada 7: Batalla en el mar: ¡el poder liberado!,2018-05-10,2018,5,May,10,Thursday,NARUTO,Temporada 7: Batalla en el mar: ¡el poder liberado!
Jessie: Temporada 1: Sonidos extraños y paredes tenebrosas,2018-05-08,2018,5,May,8,Tuesday,Jessie,Temporada 1: Sonidos extraños y paredes tenebrosas
Jessie: Temporada 1: Connie terrorífica en el escenario,2018-05-08,2018,5,May,8,Tuesday,Jessie,Temporada 1: Connie terrorífica en el escenario
Jessie: Temporada 1: En tierra a la fuerza,2018-05-08,2018,5,May,8,Tuesday,Jessie,Temporada 1: En tierra a la fuerza
Jessie: Temporada 1: Malas compañías,2018-05-08,2018,5,May,8,Tuesday,Jessie,Temporada 1: Malas compañías
Jessie: Temporada 1: Tempestad en una taza,2018-05-08,2018,5,May,8,Tuesday,Jessie,Temporada 1: Tempestad en una taza
Jessie: Temporada 1: Malos momentos,2018-05-08,2018,5,May,8,Tuesday,Jessie,Temporada 1: Malos momentos
Megamente,2018-05-08,2018,5,May,8,Tuesday,Megamente,
Luis Miguel - La serie: Temporada 1: Yo que no vivo sin ti,2018-05-08,2018,5,May,8,Tuesday,Luis Miguel - La serie,Temporada 1: Yo que no vivo sin ti
Jessie: Temporada 1: La bella y las bestias,2018-05-07,2018,5,May,7,Monday,Jessie,Temporada 1: La bella y las bestias
MECH-X4: MECH-X4: Temporada 1: Episodio 16,2018-05-07,2018,5,May,7,Monday,MECH-X4,MECH-X4: Temporada 1: Episodio 16
MECH-X4: MECH-X4: Temporada 1: Episodio 15,2018-05-07,2018,5,May,7,Monday,MECH-X4,MECH-X4: Temporada 1: Episodio 15
Anon,2018-05-06,2018,5,May,6,Sunday,Anon,
 : Episodio 2,2018-05-05,2018,5,May,5,Saturday,,Episodio 2
Billions: Temporada 3: El tercer hortelano,2018-05-05,2018,5,May,5,Saturday,Billions,Temporada 3: El tercer hortelano
Designated Survivor: Temporada 2: Capacidades,2018-05-04,2018,5,May,4,Friday,Designated Survivor,Temporada 2: Capacidades
Jessie: Temporada 1: ¿Eres más cool que un niño de quinto grado?,2018-05-04,2018,5,May,4,Friday,Jessie,Temporada 1: ¿Eres más cool que un niño de quinto grado?
Jessie: Temporada 1: Guerra por la estrella,2018-05-04,2018,5,May,4,Friday,Jessie,Temporada 1: Guerra por la estrella
Jessie: Temporada 1: Una historia de Navidad,2018-05-04,2018,5,May,4,Friday,Jessie,Temporada 1: Una historia de Navidad
Designated Survivor: Temporada 2: Kirkman en problemas,2018-05-03,2018,5,May,3,Thursday,Designated Survivor,Temporada 2: Kirkman en problemas
Jessie: Temporada 1: Connie terrorífica,2018-05-03,2018,5,May,3,Thursday,Jessie,Temporada 1: Connie terrorífica
Jessie: Temporada 1: La nueva vieja amiga de Zuri,2018-05-03,2018,5,May,3,Thursday,Jessie,Temporada 1: La nueva vieja amiga de Zuri
Jessie: Temporada 3: Charla de café,2018-05-03,2018,5,May,3,Thursday,Jessie,Temporada 3: Charla de café
Jessie: Temporada 3: El pato testigo,2018-05-03,2018,5,May,3,Thursday,Jessie,Temporada 3: El pato testigo
Jessie: Temporada 3: Desde la Casa Blanca a nuestra casa,2018-05-03,2018,5,May,3,Thursday,Jessie,Temporada 3: Desde la Casa Blanca a nuestra casa
Jessie: Temporada 3: Actuando con la amienemiga,2018-05-03,2018,5,May,3,Thursday,Jessie,Temporada 3: Actuando con la amienemiga
Example Short VII 23976 11 Minute Remote,2018-05-03,2018,5,May,3,Thursday,Example Short VII 23976 11 Minute Remote,
Example Mixed FN Show en-US: Fn,2018-05-03,2018,5,May,3,Thursday,Example Mixed FN Show en-US,Fn
Collateral: Miniserie: Episodio 4,2018-05-03,2018,5,May,3,Thursday,Collateral,Miniserie: Episodio 4
Collateral: Miniserie: Episodio 3,2018-05-02,2018,5,May,2,Wednesday,Collateral,Miniserie: Episodio 3
Collateral: Miniserie: Episodio 2,2018-05-01,2018,5,May,1,Tuesday,Collateral,Miniserie: Episodio 2
The Alienist: El niño en el puente,2018-04-30,2018,4,April,30,Monday,The Alienist,El niño en el puente
Billions: Temporada 3: Falla en la Estrella de la Muerte,2018-04-28,2018,4,April,28,Saturday,Billions,Temporada 3: Falla en la Estrella de la Muerte
 : Episodio 1,2018-04-23,2018,4,April,23,Monday,,Episodio 1
Designated Survivor: Temporada 2: Fuerza excesiva,2018-04-22,2018,4,April,22,Sunday,Designated Survivor,Temporada 2: Fuerza excesiva
Billions: Temporada 3: Una larga vida,2018-04-21,2018,4,April,21,Saturday,Billions,Temporada 3: Una larga vida
Lucifer: Temporada 2: Monstruo,2018-04-17,2018,4,April,17,Tuesday,Lucifer,Temporada 2: Monstruo
Lucifer: Temporada 2: El Exterminador,2018-04-17,2018,4,April,17,Tuesday,Lucifer,Temporada 2: El Exterminador
Lucifer: Temporada 2: Las señoritas se van,2018-04-17,2018,4,April,17,Tuesday,Lucifer,Temporada 2: Las señoritas se van
Lucifer: Temporada 2: Devorador de pecados,2018-04-16,2018,4,April,16,Monday,Lucifer,Temporada 2: Devorador de pecados
Designated Survivor: Temporada 2: Consecuencias,2018-04-16,2018,4,April,16,Monday,Designated Survivor,Temporada 2: Consecuencias
Designated Survivor: Temporada 2: Cumbre,2018-04-15,2018,4,April,15,Sunday,Designated Survivor,Temporada 2: Cumbre
Designated Survivor: Temporada 2: En la oscuridad,2018-04-15,2018,4,April,15,Sunday,Designated Survivor,Temporada 2: En la oscuridad
Billions: Temporada 3: Demasiado tarde,2018-04-14,2018,4,April,14,Saturday,Billions,Temporada 3: Demasiado tarde
Acampados: Temporada 2: Horror en la casa del árbol,2018-04-14,2018,4,April,14,Saturday,Acampados,Temporada 2: Horror en la casa del árbol
Acampados: Temporada 2: Terror en el campamento,2018-04-14,2018,4,April,14,Saturday,Acampados,Temporada 2: Terror en el campamento
Billions: Temporada 3: Es otra María González,2018-04-10,2018,4,April,10,Tuesday,Billions,Temporada 3: Es otra María González
"Acampados: Temporada 2: Luke, el confiable",2018-04-09,2018,4,April,9,Monday,Acampados,"Temporada 2: Luke, el confiable"
Acampados: Temporada 2: La reina de los gritos,2018-04-09,2018,4,April,9,Monday,Acampados,Temporada 2: La reina de los gritos
Acampados: Temporada 2: Zuri se escabulle,2018-04-09,2018,4,April,9,Monday,Acampados,Temporada 2: Zuri se escabulle
La casa de papel: Parte 2: Episodio 9,2018-04-07,2018,4,April,7,Saturday,La casa de papel,Parte 2: Episodio 9
La casa de papel: Parte 2: Episodio 8,2018-04-07,2018,4,April,7,Saturday,La casa de papel,Parte 2: Episodio 8
La casa de papel: Parte 2: Episodio 7,2018-04-07,2018,4,April,7,Saturday,La casa de papel,Parte 2: Episodio 7
La casa de papel: Parte 2: Episodio 6,2018-04-07,2018,4,April,7,Saturday,La casa de papel,Parte 2: Episodio 6
La casa de papel: Parte 2: Episodio 5,2018-04-07,2018,4,April,7,Saturday,La casa de papel,Parte 2: Episodio 5
Acampados: Temporada 2: Zuri tiene una ovejita,2018-04-07,2018,4,April,7,Saturday,Acampados,Temporada 2: Zuri tiene una ovejita
La casa de papel: Parte 2: Episodio 4,2018-04-07,2018,4,April,7,Saturday,La casa de papel,Parte 2: Episodio 4
La casa de papel: Parte 2: Episodio 3,2018-04-06,2018,4,April,6,Friday,La casa de papel,Parte 2: Episodio 3
La casa de papel: Parte 2: Episodio 2,2018-04-06,2018,4,April,6,Friday,La casa de papel,Parte 2: Episodio 2
La casa de papel: Parte 2: Episodio 1,2018-04-06,2018,4,April,6,Friday,La casa de papel,Parte 2: Episodio 1
"Lucifer: Temporada 2: Engaña engañadora, dijo la gran zorra infame",2018-04-01,2018,4,April,1,Sunday,Lucifer,"Temporada 2: Engaña engañadora, dijo la gran zorra infame"
Lucifer: Temporada 2: Todo resulta bien para Lucifer,2018-04-01,2018,4,April,1,Sunday,Lucifer,Temporada 2: Todo resulta bien para Lucifer
Billions: Temporada 3: El único que puede empatar es el corredor,2018-03-30,2018,3,March,30,Friday,Billions,Temporada 3: El único que puede empatar es el corredor
 : Episodio 13,2018-03-27,2018,3,March,27,Tuesday,,Episodio 13
 : Episodio 12,2018-03-26,2018,3,March,26,Monday,,Episodio 12
 : Episodio 11,2018-03-26,2018,3,March,26,Monday,,Episodio 11
Designated Survivor: Temporada 2: Pecado original,2018-03-24,2018,3,March,24,Saturday,Designated Survivor,Temporada 2: Pecado original
 : Episodio 10,2018-03-22,2018,3,March,22,Thursday,,Episodio 10
 : Episodio 9,2018-03-21,2018,3,March,21,Wednesday,,Episodio 9
Designated Survivor: Temporada 2: La frontera final,2018-03-20,2018,3,March,20,Tuesday,Designated Survivor,Temporada 2: La frontera final
Designated Survivor: Temporada 2: Dolor,2018-03-20,2018,3,March,20,Tuesday,Designated Survivor,Temporada 2: Dolor
Collateral: Miniserie: Episodio 1,2018-03-20,2018,3,March,20,Tuesday,Collateral,Miniserie: Episodio 1
Edha: Temporada 1: El modelo perfecto,2018-03-18,2018,3,March,18,Sunday,Edha,Temporada 1: El modelo perfecto
Edha: Temporada 1: Las costuras del pasado,2018-03-18,2018,3,March,18,Sunday,Edha,Temporada 1: Las costuras del pasado
Edha: Temporada 1: La marca de la venganza,2018-03-18,2018,3,March,18,Sunday,Edha,Temporada 1: La marca de la venganza
 : Episodio 8,2018-03-16,2018,3,March,16,Friday,,Episodio 8
 : Episodio 7,2018-03-16,2018,3,March,16,Friday,,Episodio 7
 : Episodio 6,2018-03-13,2018,3,March,13,Tuesday,,Episodio 6
 : Episodio 5,2018-03-12,2018,3,March,12,Monday,,Episodio 5
 : Episodio 4,2018-03-12,2018,3,March,12,Monday,,Episodio 4
 : Episodio 3,2018-03-11,2018,3,March,11,Sunday,,Episodio 3
 : Episodio 2,2018-03-11,2018,3,March,11,Sunday,,Episodio 2
 : Episodio 1,2018-03-10,2018,3,March,10,Saturday,,Episodio 1
 : Episodio 8,2018-03-08,2018,3,March,8,Thursday,,Episodio 8
 : Episodio 7,2018-03-07,2018,3,March,7,Wednesday,,Episodio 7
El Barco: Temporada 1: Un millón de millas,2018-03-07,2018,3,March,7,Wednesday,El Barco,Temporada 1: Un millón de millas
 : Episodio 6,2018-03-06,2018,3,March,6,Tuesday,,Episodio 6
 : Episodio 5,2018-03-06,2018,3,March,6,Tuesday,,Episodio 5
 : Episodio 4,2018-03-05,2018,3,March,5,Monday,,Episodio 4
End Day,2018-03-05,2018,3,March,5,Monday,End Day,
El bar,2018-03-02,2018,3,March,2,Friday,El bar,
The Catch: Temporada 2: The Hard Drive,2018-02-28,2018,2,February,28,Wednesday,The Catch,Temporada 2: The Hard Drive
The Catch: Temporada 2: The Bad Girl,2018-02-28,2018,2,February,28,Wednesday,The Catch,Temporada 2: The Bad Girl
 : Episodio 3,2018-02-25,2018,2,February,25,Sunday,,Episodio 3
Acts of Vengeance,2018-02-25,2018,2,February,25,Sunday,Acts of Vengeance,
Dirty Money: Temporada 1: El hombre de confianza,2018-02-25,2018,2,February,25,Sunday,Dirty Money,Temporada 1: El hombre de confianza
Jessie: Temporada 4: Captura en la nieve,2018-02-21,2018,2,February,21,Wednesday,Jessie,Temporada 4: Captura en la nieve
Jessie: Temporada 4: Casos perdidos,2018-02-21,2018,2,February,21,Wednesday,Jessie,Temporada 4: Casos perdidos
Jessie: Temporada 4: Karate Kid-tástrofe,2018-02-21,2018,2,February,21,Wednesday,Jessie,Temporada 4: Karate Kid-tástrofe
Jessie: Temporada 4: Moby y SCOBY,2018-02-21,2018,2,February,21,Wednesday,Jessie,Temporada 4: Moby y SCOBY
Jessie: Temporada 4: Hermanos en quiebra,2018-02-21,2018,2,February,21,Wednesday,Jessie,Temporada 4: Hermanos en quiebra
Jessie: Temporada 4: Afeitada inesperada,2018-02-21,2018,2,February,21,Wednesday,Jessie,Temporada 4: Afeitada inesperada
Jessie: Temporada 4: Pero África está tan lejos,2018-02-21,2018,2,February,21,Wednesday,Jessie,Temporada 4: Pero África está tan lejos
Agustín Aristarán: Soy Rada,2018-02-17,2018,2,February,17,Saturday,Agustín Aristarán,Soy Rada
The Catch: Temporada 2: The Family Way,2018-02-17,2018,2,February,17,Saturday,The Catch,Temporada 2: The Family Way
The Catch: Temporada 2: The Dining Hall,2018-02-13,2018,2,February,13,Tuesday,The Catch,Temporada 2: The Dining Hall
The Catch: Temporada 2: The Hammer,2018-02-13,2018,2,February,13,Tuesday,The Catch,Temporada 2: The Hammer
Altered Carbon: Temporada 1: El hombre con mi cara,2018-02-13,2018,2,February,13,Tuesday,Altered Carbon,Temporada 1: El hombre con mi cara
Dirty Money: Temporada 1: El golpe del jarabe de arce,2018-02-12,2018,2,February,12,Monday,Dirty Money,Temporada 1: El golpe del jarabe de arce
Dirty Money: Temporada 1: Banca y lavado,2018-02-12,2018,2,February,12,Monday,Dirty Money,Temporada 1: Banca y lavado
Altered Carbon: Temporada 1: El hombre equivocado,2018-02-12,2018,2,February,12,Monday,Altered Carbon,Temporada 1: El hombre equivocado
Altered Carbon: Temporada 1: La fuerza del mal,2018-02-12,2018,2,February,12,Monday,Altered Carbon,Temporada 1: La fuerza del mal
Altered Carbon: Temporada 1: La muerte en un beso,2018-02-12,2018,2,February,12,Monday,Altered Carbon,Temporada 1: La muerte en un beso
 : Episodio 1,2018-02-11,2018,2,February,11,Sunday,,Episodio 1
Jessie: Temporada 3: Las vacaciones hawaianas de Jessie con Parker y Joey: parte 2,2018-02-10,2018,2,February,10,Saturday,Jessie,Temporada 3: Las vacaciones hawaianas de Jessie con Parker y Joey: parte 2
Altered Carbon: Temporada 1: ¿Ángel o diablo?,2018-02-09,2018,2,February,9,Friday,Altered Carbon,Temporada 1: ¿Ángel o diablo?
Altered Carbon: Temporada 1: Retorno al pasado,2018-02-09,2018,2,February,9,Friday,Altered Carbon,Temporada 1: Retorno al pasado
Dirty Money: Temporada 1: Venta corta y farmacéuticas,2018-01-30,2018,1,January,30,Tuesday,Dirty Money,Temporada 1: Venta corta y farmacéuticas
Dirty Money: Temporada 1: Día de pago,2018-01-30,2018,1,January,30,Tuesday,Dirty Money,Temporada 1: Día de pago
Dirty Money: Temporada 1: NOx duro,2018-01-30,2018,1,January,30,Tuesday,Dirty Money,Temporada 1: NOx duro
Crematorio: Toda la paz del Mediterráneo,2018-01-29,2018,1,January,29,Monday,Crematorio,Toda la paz del Mediterráneo
Scandal: Temporada 6: Aguantar la sangre,2018-01-24,2018,1,January,24,Wednesday,Scandal,Temporada 6: Aguantar la sangre
Scandal: Temporada 6: Un traidor entre nosotros,2018-01-24,2018,1,January,24,Wednesday,Scandal,Temporada 6: Un traidor entre nosotros
Scandal: Temporada 6: Extinción,2018-01-24,2018,1,January,24,Wednesday,Scandal,Temporada 6: Extinción
Mar de plástico: Temporada 1: Fumigación,2018-01-24,2018,1,January,24,Wednesday,Mar de plástico,Temporada 1: Fumigación
Mar de plástico: Temporada 1: Las primeras 48 horas,2018-01-24,2018,1,January,24,Wednesday,Mar de plástico,Temporada 1: Las primeras 48 horas
La historia real de un falso asesino,2018-01-22,2018,1,January,22,Monday,La historia real de un falso asesino,
 : Episodio 1,2018-01-21,2018,1,January,21,Sunday,,Episodio 1
Enemigo público,2018-01-21,2018,1,January,21,Sunday,Enemigo público,
La casa de papel: Parte 1: Episodio 10,2018-01-21,2018,1,January,21,Sunday,La casa de papel,Parte 1: Episodio 10
La casa de papel: Parte 1: Episodio 9,2018-01-21,2018,1,January,21,Sunday,La casa de papel,Parte 1: Episodio 9
La casa de papel: Parte 1: Episodio 8,2018-01-21,2018,1,January,21,Sunday,La casa de papel,Parte 1: Episodio 8
La casa de papel: Parte 1: Episodio 7,2018-01-21,2018,1,January,21,Sunday,La casa de papel,Parte 1: Episodio 7
